features,emotion
"[10.312699263458597, 5.238610752409815, 5.248032841296268, 4.877821738038005, 5.021171531011159, 0.5094008926552309, 6.810070771711426, 4.308895647290773, 2.7794737624163997, 7.506379899465098, 3.8359644299161277, 5.322661892232484, 8.93288478237716, 0.5590784201975486, 0.5467401765402238, 0.7269306189562338, 0.8149487364010368, 0.5425658282268037, 0.7407689736837176, 0.7580999539961691, 0.4940839516307679, 0.779850133790722, 0.7876605879842179, 0.6688214426743975, 0.8252346362298008, 2727.291114864969, 105.15589628586024, 2864.5663829025198, 77.03790805627821, 1992.4872981267617, 102.79035678816716, 0.08379115694796795]",surprised
"[-5.39500201052406, 1.5374277891531407, -0.6195535563102125, -1.7592489933536677, 0.7143167768465768, 2.0492771929655125, -6.603823138975783, -0.13147270015585688, -3.8532984216206945, -0.0017789864021174884, -0.7441455952508416, 0.2714530528810999, -1.9984952289893103, 0.2126759888180848, 0.3549631808743332, 0.44068476351397834, 0.5015392328675223, 0.2828168699527475, 0.5027060426873018, 0.33521277103534786, 0.4362449881594527, 0.34901060471343676, 0.4182170627712102, 0.48918776345702747, 0.27729859227114645, 1164.0188206506336, 109.24812936710433, 2280.4750983091058, 85.2607715874879, 1448.0267771993838, 160.17693214700682, 0.09513444246492045]",calm
"[-1.5963050523998006, -2.3841303973293835, -1.1364050606653382, -3.813438865119116, -1.1524780346411951, 1.9937605477017124, -2.2221701249534354, -1.4814486079781015, -4.402280948534484, -0.25187582373791295, -0.47103663009725216, -0.8725952804684582, -1.4336541004442869, 0.37072420812275453, 0.4501900233700672, 0.3971183398411377, 0.43149718715553326, 0.42149828174545484, 0.5123427287095762, 0.46769940973750546, 0.4192861843150191, 0.551842203065218, 0.4420268529056562, 0.5304962688790419, 0.4606942608386638, 931.6161842136914, 165.24173816596647, 1600.5528724028006, 146.10339218244167, 1096.2696694979154, 66.2006735217173, 0.11135144301944727]",calm
"[-2.183752132686185, 1.54854451746874, -1.2271762272421005, -1.765167685444867, -2.849851631438548, -0.46244842170271705, -0.6257857997498162, -0.22315077264498717, -3.0545037750102577, -4.202362397623146, 0.2511826050131196, 1.9692837237530152, -3.0527072447797923, 0.5589441283561699, 0.4283911058736381, 0.39929370954491705, 0.3602451303454222, 0.26154819805750035, 0.49877285159246, 0.3224393638562397, 0.32201933242624, 0.4991926309886955, 0.21170165533282737, 0.24764021893318333, 0.39818657564919185, 1358.6568858009705, 124.2367323984462, 1469.4604519811242, 339.7777251481267, 994.4214882468332, 70.76855391589112, 0.06015066655930613]",calm
"[-0.7521863669578579, 0.22992246409354933, 1.40715610906692, -3.978568528880436, -1.4919906767114015, -0.10659277838171166, 0.17411506918907116, -0.9869026843909214, 0.08484793906420363, -2.6179277858516006, 2.1158108646367135, 0.985256205958859, -3.6898555741303447, 0.29248969518832446, 0.2953078249893094, 0.4677969970896529, 0.2715272233582533, 0.366897566579192, 0.4454704396416775, 0.39338340654535653, 0.4258887515712706, 0.2934197288651242, 0.45948543733972447, 0.33867881075240036, 0.3675380325602059, 1347.5463455811973, 105.15391107654241, 1567.194005704678, 93.70298835174333, 980.0901177601615, 80.08734363348144, 0.031245738341645762]",calm
"[-1.9250659326267576, -0.2246402419343071, -3.5548732076906853, 1.3131633031884795, 1.5392265251996857, -3.490301151920171, 1.7152392661002787, -1.2871631774242687, -0.16297088168589036, -1.9933021042564933, 0.8460896544535237, -0.18781196230266584, -2.628306513195207, 0.28347980000347117, 0.2539697564790777, 0.41879417764327564, 0.4572471411779736, 0.4650965678779442, 0.38820189053926224, 0.2843003544335636, 0.33179252019762173, 0.5152348638961926, 0.3515371435399919, 0.41434176306814763, 0.29243495164251126, 1367.316609091807, 77.1157719160461, 1874.013814132729, 208.016827965511, 940.8588106850201, 74.93343890609347, 0.07244418799796856]",calm
"[-3.8388663930900195, -2.7148848590944334, -0.6035653445583598, -0.3494810035408362, -0.7029041928147222, -1.6034661079172716, 0.8661332114419706, -0.8729161908781252, 0.40650765619189455, -4.547550264405038, -8.844800503236684, -0.4324239443238398, -3.849531307442979, 0.3787548297286944, 0.3697902958975395, 0.5587400602415538, 0.4399996552943607, 0.4165859026798673, 0.4836991154633674, 0.4368497586839039, 0.35423230070115674, 0.507147593025456, 0.2890249872111726, 0.43232471875335626, 0.2452430205863689, 1340.788771503199, 109.64948208864648, 2062.936488574399, 32.62695799186655, 919.8225648292375, 112.90729706296575, 0.1167658628198654]",calm
"[-0.6393898973249938, -2.9122714059170782, -2.181636696182858, 1.4900820164465132, -1.1030183875078559, -0.24928060771105343, -1.230376657552958, -3.3661710304995305, 0.8676208521499933, 0.006464769064992604, 3.6112736747343783, -3.03116275930109, 0.6451458424009611, 0.2688456033962999, 0.4157346567673078, 0.4976506589063165, 0.1927864883903513, 0.3795067525758392, 0.343679026595738, 0.32980427017048786, 0.43852126522593543, 0.5120685706422595, 0.3866721284770845, 0.420548642756002, 0.4114308753059248, 1300.3607012712828, 45.53286811439469, 1892.533380516868, 172.1396526119127, 1118.9762980005155, 47.73961483897671, 0.07703898010053797]",calm
"[-1.3522683954215569, -4.068249386897703, -4.376068650395356, -2.2014958612771354, 0.04504153288477997, -2.3062747798598817, -3.037610395181427, -2.62937130647534, -1.9106848462906252, -1.7077179256402075, 3.3310429044131133, 1.1092412569746366, 1.049548224563456, 0.5168580364273382, 0.3001179130665951, 0.2777635385012761, 0.28931297084659435, 0.5334506133337839, 0.3452808211117509, 0.2748643817760713, 0.3569003799780187, 0.3761394468285373, 0.42684132736945624, 0.4250951020712043, 0.3171819436126492, 1437.1312785027421, 68.04032331249209, 1513.117098988487, 201.50805528775163, 911.6357192111317, 57.2259430567545, 0.12958340248465655]",calm
"[-2.715466353210039, -1.7695840472081414, 0.111484356085785, 3.1081848828719503, 0.2108090095254933, -0.054720474019976706, 0.06160316734545912, -3.1463805481340987, -0.768806522640184, -1.0595329766728034, -0.35683091925448773, -0.7669838950482584, -0.24060064516577506, 0.3688532805100799, 0.4058608917371793, 0.2772171433943008, 0.36800927219970864, 0.5390833548176643, 0.4318808339628256, 0.3979078962616923, 0.5896123276254347, 0.2639165021698921, 0.28905444445537803, 0.5712711411276273, 0.4045960936048934, 1251.4833927420414, 40.03978374521784, 1694.3088799185036, 190.83449021455968, 821.1011278330208, 74.38897657798287, 0.0832242083983467]",calm
"[-0.4880457071624579, -3.2385004844412877, 1.5038949090263145, 0.8316475631952085, -1.7263511174656323, -1.4328374232767425, -1.2728443005552321, -2.5566171060130065, -1.8868588364700714, -1.540540735349218, 2.225736741414256, 0.8932366166608734, 0.8693094146732472, 0.43699256130043906, 0.28826729910687654, 0.3958508895422621, 0.497048845961338, 0.2741735370632712, 0.46365532068732646, 0.6322609225262766, 0.5061816645989732, 0.5414029135561987, 0.4218338750442161, 0.496793194876499, 0.32821467856459646, 1459.1727624682453, 132.71940670303815, 1646.9733522112988, 248.7005564788874, 932.2430324305222, 72.5176993410535, 0.10477310206791483]",calm
"[-3.059221942178801, -0.5461361123995043, -4.437860825907694, 1.0939090688564184, -0.9067252668680685, -2.0417858078075266, -2.668747224590243, -1.4691580592383753, 0.3765194215448271, 0.09547795747512122, -2.411075894556922, -2.692079345255269, 0.31379741263929484, 0.32776525953849706, 0.40599097740795037, 0.4123754642524277, 0.4312062131726739, 0.4858270430181872, 0.27370370631326774, 0.20888406747395125, 0.34325527187716487, 0.5801528407832186, 0.6022174100087379, 0.5831177135565888, 0.38070186322393107, 943.5769836030343, -17.15195508259204, 1375.7885515351766, 135.144477738798, 1300.1250802111917, 114.71221838169782, 0.11137025394958104]",calm
"[-2.7796895418822833, -2.9215591164897807, -0.4917446258571292, 0.3941019576794531, -0.21623747550883088, -3.0691959192133096, 0.30133525758417234, -0.14817806579717718, -3.1413328123803566, -2.5686419406005117, 0.37699194912313305, -1.469015070291782, 2.1782946032729145, 0.45011292760645766, 0.3513368811810731, 0.39897943996090673, 0.40633833926377183, 0.327160968675829, 0.30874118018223734, 0.47013898938094995, 0.4845273297042096, 0.4603781469552959, 0.5515318094323802, 0.34582267639883985, 0.567427076607113, 1119.8157762891694, 49.36572183157536, 1032.0123353552249, 116.56535146298873, 939.2555326341093, 101.03749121018602, 0.11219454708102256]",calm
"[-3.3859467420382736, -1.785452476851635, -1.742924042175371, -4.551964493923785, -2.9618934540267388, -2.5416272612281787, 1.8672500396418927, -0.6170985680852948, 0.32433750789499927, -3.997270994298424, 1.3884289660279836, 1.6022041260481856, -4.996689934289252, 0.3294683276084152, 0.44957655730155105, 0.46443884535381824, 0.33215052695127784, 0.36945005369463474, 0.3402618938954857, 0.411041804694612, 0.5197178531461913, 0.32289578428587956, 0.5000820497768415, 0.32183279276531124, 0.3152372787503116, 1463.7189236686427, 146.09681890038084, 1815.4229810287964, 51.31519438363941, 946.8098043855898, 112.91954368013285, 0.10207709202819473]",calm
"[-3.1473856923949284, -0.08336412174911656, -2.429614517982941, 2.589049696784424, 2.089682924836517, 0.20819485271113458, 1.7220134095395472, -0.8704172997532378, 0.5308749887500317, 1.9554405906041499, -0.5090026364113747, -1.5103743430285674, -4.409243916354232, 0.39168664742785064, 0.48234231845623116, 0.494563342756763, 0.450436506571841, 0.34587009050377604, 0.20231784310524095, 0.3504784901995265, 0.3695655128946049, 0.3687071032809986, 0.4618556356977925, 0.598567641101484, 0.41235292018410935, 1256.6536421687076, 87.03890934979538, 1597.3154300723143, 87.87796797387008, 1064.039711749211, 98.032493453272, 0.11048430317872442]",calm
"[-0.08491613199043757, -0.13250478130292942, -4.543793364492887, 0.27374031679080635, -2.3420296913249072, -3.191678326007916, -3.2089036557099924, -0.13291677905494137, -1.445149854449706, -4.363937567970821, -0.04392436961543311, -3.8792162615976546, -0.7203572829635783, 0.42384989256730543, 0.4885577081695045, 0.5781684786466852, 0.26353236740994584, 0.3947526143936951, 0.3723664704955783, 0.44337496859609626, 0.4215668770933619, 0.36474537572633803, 0.35590978113891447, 0.2883549144815953, 0.498786158240651, 1391.8408363199057, 145.88840988975687, 1466.881159057346, 100.73733984791772, 824.3369866741544, 94.35670334962639, 0.04801033877358827]",calm
"[2.6973261379331004, -3.615285162186881, -0.45267976157499623, 2.1337094144275723, 0.19817951852761806, -0.6486525750164414, -2.936967293923791, -3.763538377135408, 0.5401002178351717, 2.012294481549893, -1.877699980956343, -3.278123015232702, -5.916338861098037, 0.30192351563374625, 0.388634315750096, 0.5599123240836734, 0.46731336922329686, 0.4305085404706753, 0.3599880338698869, 0.3416834282744044, 0.5405647597507964, 0.42007385407583897, 0.1897399308078978, 0.33264603521027575, 0.3141783968228373, 1190.747198164507, 128.14553301425426, 1527.7665354617252, 144.23509447472534, 1302.6946322650474, 52.141556408532466, 0.19320997629436748]",calm
"[-2.342615182742172, -0.8216036067748572, -1.562407190805534, -0.7531617329980779, -0.11081600985374207, -0.13232951982224694, -2.5062346612411597, -3.2458293548951413, 4.0063435818114215, -1.9679686792011062, 0.39842487734397314, -4.215282621046393, -1.5592254398093535, 0.3872800616017557, 0.4472815069927833, 0.12775458590080613, 0.4166140613078331, 0.2850258544632107, 0.4324345711194924, 0.29636708031618375, 0.3144517304074419, 0.3726372389606732, 0.2947670530396805, 0.3524465553264645, 0.28066242314566847, 933.3659096602545, 150.89785262146796, 1171.1853921528216, 136.59893342940123, 1190.578216298757, 55.402235899358274, 0.058741705012723106]",calm
"[-0.5475238226651571, 1.235867645454304, -3.3386305301729378, -1.300295664034878, -4.464989189934655, -1.78640200736438, -0.9315906309238491, -2.7092492835101316, -1.913983667650463, -3.8164535366149, -0.8458427772370127, 1.1113884977662996, -3.1942877395409273, 0.33773282334476173, 0.4502546246454182, 0.5212090719322736, 0.25068101877910687, 0.38312152625840507, 0.4283130822319525, 0.3897943609371152, 0.1523207933122913, 0.45010900093087725, 0.5519336351090645, 0.41166617511695036, 0.2968893946705737, 1197.3745507271433, 188.49565338277966, 1832.9887622581675, 198.00199637882469, 1111.2825167068752, 53.55451551236111, 0.08997144096721157]",calm
"[-1.1558454713570316, 0.09914863212888791, 2.017837788533807, 1.236676273586256, -3.838768711592081, -0.5520100621979025, 0.473526690335794, 0.23772066028927075, -2.258467526774839, 4.828218431536723, -3.5541691246622378, -3.1663768933321, -0.5328098374768474, 0.6116803054963854, 0.3163805149295829, 0.3734171634353008, 0.5077293673015693, 0.3982137845112267, 0.3665396145469705, 0.45656329018867203, 0.42725179902295934, 0.5030438785636792, 0.5291468889065364, 0.4307003060005362, 0.42917327253783094, 1342.8221964572267, 124.45652783246439, 1576.5511913614391, 149.9543638258283, 1279.3254241654486, 140.6446472142017, 0.024622352768328956]",calm
"[-0.9799576965188619, -2.3773888668904695, -1.6219429329721446, -0.19496758052935714, 0.33887674308493687, -1.2242528872226899, -4.826680669445606, -2.930091161152359, 0.7929993404003319, -6.4808528440698625, 1.3748543033639997, 0.04245998128908268, 1.6323521630600442, 0.380143081311904, 0.1938594575977095, 0.44303626415064984, 0.5274653124038342, 0.4924721805513421, 0.3337308516511965, 0.4086761075462647, 0.34671637312200765, 0.3180733535810628, 0.4955388571179851, 0.2802467688734838, 0.31061835694183876, 1079.1948733055228, 25.48762383504767, 1603.924287552781, 237.11272863614818, 1003.0246487509469, 19.77008797743334, 0.14199722698710138]",calm
"[2.371403508069943, -2.292484648293189, -1.9571085334354366, 0.03132126016678849, 2.2437474955701027, -2.039668291450452, -3.66489956199641, 0.26283721254481285, 0.5981361462845987, -0.9877370991295463, -2.1162665193149013, 0.9887574619840926, 0.05607200909592858, 0.32315644830965073, 0.4049094731305672, 0.2648292467975354, 0.46858904564379206, 0.37377664306171443, 0.3564289167615263, 0.3967125514847566, 0.4040307699330248, 0.4894930061565561, 0.45910905313252215, 0.38435907212071974, 0.47636681497189953, 1380.1474507383227, 78.67001818569815, 1522.5845525290542, 138.88328333676594, 1141.0522686348404, 65.31909541113433, 0.08047954067891834]",calm
"[2.9375146188679175, 0.8794709634942084, -2.521201328850278, 0.14188198788439665, -0.7632998686896455, -0.21689764947981238, -0.7253173508697909, 1.3792852909704716, -0.30875931069710827, -1.1241773964285748, 1.0843811539660346, -0.533429917824256, -0.7570428413418844, 0.4314022602486115, 0.39063909766336335, 0.40092269929954694, 0.3413305411238127, 0.32488327803761213, 0.30014296135175605, 0.2608016713202924, 0.31202826386154436, 0.38257329655330746, 0.41031175824456373, 0.37287034368523597, 0.16442965098726423, 1614.9172715524685, 154.3240061445191, 1693.7279553651385, 293.0618004414951, 844.5271765032578, 155.5050048250402, 0.05173929616247261]",calm
"[-0.5225241494172869, -3.5476746502684087, -0.9706118089112664, -0.2276670040032226, -1.3093806622691093, 0.4277548881802751, -0.8019711010254854, -2.0448294567550187, -2.1336266356046787, 0.6218275452313928, -2.3074840596139348, 0.8308059409698738, 1.4454235856638618, 0.23312861376538702, 0.5132926387301036, 0.60604226984447, 0.42520037612019285, 0.4599084185294823, 0.5037005324369159, 0.3724517684820978, 0.418228022353787, 0.2685800470376891, 0.41386350285304513, 0.44981119956445414, 0.45161630229264693, 1513.084944719516, 61.259891093223544, 1400.2179729979512, 292.1630509493516, 1009.934325247258, 88.00135149249311, 0.09664949791373895]",calm
"[-2.6433616526100447, 2.2470584217836125, -2.055402823841211, -3.25457104741386, -1.9014805546055031, -5.003412003451067, -2.3025749299663634, -2.9362571957046533, 0.23485726185464872, -2.346828479119745, 0.775607871157697, 1.7969679861386427, 0.5623506725751983, 0.37846117111399236, 0.4141114496705593, 0.24750150598559406, 0.386622062747876, 0.3139561531933167, 0.4694326381149299, 0.6572752389244474, 0.44998216359738097, 0.20088598510453337, 0.3638769807085627, 0.41224909253744546, 0.4087357425260264, 1153.8373748782494, 112.26458713184677, 1187.2497489241837, 79.13184579861998, 1169.1595283207423, 39.37347076480697, 0.12691058027461288]",calm
"[-3.738927549312116, 2.529651767583472, -2.5485398448081096, -1.4473331436068881, -0.3387734778191882, -2.1306999050021886, -0.7131880778573911, 0.1507134490402513, 0.9212264650069706, 0.5829948719459144, -1.3436209276053481, -1.2932635480872046, 3.698217116050065, 0.49498890682492924, 0.30781763436797865, 0.4099988163765552, 0.3664856861221808, 0.38646657660768907, 0.2770504842291912, 0.3588076765614047, 0.5811555773193914, 0.4579076300875503, 0.150883859184854, 0.5216723492497948, 0.5089629522909161, 1228.1429391387167, 135.86317718916075, 1302.1802367548398, 114.7308212800232, 1339.7092721339707, 69.13079840521166, 0.006513416902250449]",calm
"[-1.1266064455626734, -1.1571767858287136, 1.3967371387469192, -0.9713271556484799, -1.8431646228805856, 1.0901122904624119, -0.7584195349977795, -2.5000453631314343, 1.3099951210832352, -0.6126764709664015, -0.9941480666411247, -0.6441832171766912, -3.141336742833194, 0.3472346223821663, 0.40035826018327836, 0.380533630497532, 0.5272428382816596, 0.42174058527270036, 0.48549039226364027, 0.400939535457585, 0.5056288483746123, 0.4397527756573154, 0.40134204853884603, 0.39867169110409806, 0.3045561373709037, 1401.3831440272622, 97.98976327318105, 1409.4024119456385, 232.98463281090537, 789.9567948210397, 63.10016418270264, 0.1513859374389767]",calm
"[-0.3689541181594935, -1.0957178553055147, -0.4979929136997069, -0.6411716579023174, -4.033325092571843, -1.6985237706959229, 2.2330433090274977, -2.318648269554335, -1.6366020282086682, -2.083241526618375, -1.1740304466362748, -2.1662456626485964, -0.026516995683879996, 0.41973134122902667, 0.47735476151070183, 0.29490588338110396, 0.3659659517117097, 0.3774277368387865, 0.4455646910088595, 0.32067788027929656, 0.4915653804258344, 0.5186415590517609, 0.30111276523644165, 0.35091271051064343, 0.3468068491707908, 1826.4772409354996, 78.50499473960566, 2063.2876326468404, 55.00260036700428, 842.0698067671274, 52.535818726071966, 0.05771553442767388]",calm
"[-1.5357974683169975, -2.4175564054429963, -2.638683185469147, 1.3169439929466553, 1.4475872450263303, 0.8985929967506314, 0.04799791116865615, -0.8145138684408955, -1.9940613813318175, -2.906315009510184, -0.2740085931346252, -3.347260785093596, -2.9878418583507864, 0.515291325620481, 0.5900649041722087, 0.4393295138166481, 0.5106457152294644, 0.3754151682556017, 0.2662325813912316, 0.46121716186185846, 0.45692893232700643, 0.40716685538802444, 0.3757624541894889, 0.4962210578581098, 0.3014266966572526, 1145.2438842218685, 49.5946746619786, 1585.4918887907481, 68.40802409180563, 903.1515638969513, 51.76977751091208, 0.0869695833833021]",calm
"[-3.9747488928079537, -0.825590015925466, 1.4946073013293555, -0.7290172553664762, 2.0826422896026413, 1.6679963717538504, 0.5554700944957092, -0.8506283147262287, -0.9549992235091208, 0.5275995447265198, -1.7833412190080649, -4.765041502934928, -0.015991891794080337, 0.2868931370065029, 0.30378587718096156, 0.40002239479957885, 0.39048751224465306, 0.258792439368437, 0.416549156413314, 0.49661396608610486, 0.28716584297342174, 0.527248333084876, 0.24398291748700562, 0.6117324144370954, 0.3588739569516517, 1329.1233993653782, 5.398321375716492, 1541.3591800592073, 167.13616332886437, 1022.767579180101, 57.47675691790505, 0.05267177407360926]",calm
"[1.2610532390746219, -0.9383857300040997, 2.0815047530335447, -2.052964709589846, -1.8695893867444338, 0.6311884891923258, -4.245949924007128, -3.426926720305846, 1.1949699427063272, -3.3438678584463895, -4.638102030605095, 2.737054376146182, -3.787635295748411, 0.418411939832817, 0.40690851927242716, 0.11893716833819162, 0.3732682976832191, 0.44484132494791095, 0.4354309381518861, 0.49035206838035017, 0.36125086850945665, 0.4712504442092161, 0.33106709319199285, 0.2589532583587225, 0.2702271624318767, 1007.5779089609171, 150.4792983945597, 1105.627947282433, 170.55291304869775, 986.8151611855134, 75.89405706197473, 0.168180364759985]",calm
"[-1.8768547344305468, 0.22320312309936652, -0.9248732972377766, -1.3040378112653959, 3.599938248772947, -3.8826834914307393, 1.5782636708748896, 0.31281313097994423, -1.9590499892635682, 2.258637034883224, -4.696220224777074, -2.043533314598143, -3.4169644085381523, 0.441208346487146, 0.28869358988128224, 0.4433063946741319, 0.3813563584178446, 0.3520646057343916, 0.4388647246033311, 0.3731378376061936, 0.29113651569409615, 0.680137298963498, 0.35128328169708556, 0.17823909198479854, 0.31579013102786113, 1046.5446623254538, 141.3072808020258, 1656.4957978774758, 179.9034601342758, 965.9955068325512, 68.82599011772314, 0.0814534448196166]",calm
"[-1.1623863682709394, 0.6706668707296706, -0.3278491749893071, 0.00022565924173334473, -0.0008821835015945245, 0.7688848747634758, -0.4236999169194907, -0.28230385464216246, 1.3776124823863132, -2.330091836006224, -2.711485159903014, -3.371843198373712, -0.6341708727594881, 0.21462677587808768, 0.4462154096059677, 0.38908069054994476, 0.5134639699821058, 0.33280826895350096, 0.3796681714582493, 0.5122203333293369, 0.5383135646778152, 0.33198476342481803, 0.41817812325871606, 0.42944189776840486, 0.43736534056211485, 1247.4848681368755, 164.06916990618174, 993.0889549135363, 118.4152323899187, 1129.5861465545895, 98.28899247797375, 0.16763795153073816]",calm
"[1.396450786402574, -1.5710832506144476, 1.5997424870612091, -2.4280834875549098, 0.8617747655836749, 2.6210449568419865, 1.4298882137099382, -0.7884592329517536, -1.6635575435442445, -4.057182592518572, -0.37892072417159195, -3.2304344559418383, -2.586269327227874, 0.28092541992633285, 0.3539607667343345, 0.3972030585513018, 0.42736145811657056, 0.3399493364586037, 0.5069283706395183, 0.3791794742010034, 0.3212277566734481, 0.42262922672434367, 0.5963552833543816, 0.4335160566535118, 0.3637144372626393, 994.5077287762592, 89.02938395139648, 1630.4784375264346, 120.93143315583225, 706.9230723518001, 45.977384419862645, 0.1727269230443879]",calm
"[1.8680020074609218, -2.773278338409196, 0.3455135743988438, -3.3571455695403474, 1.8086325639899048, -0.5095283042115273, 0.8992829972330676, -4.430186694365078, 0.35527420384977626, -1.015348127369007, 0.7038581415816851, 0.8297355961956994, -0.8684306210505011, 0.3399170360904086, 0.4779696182179495, 0.39398455005948724, 0.31272150464723575, 0.3079847768542314, 0.2522835583687618, 0.3489708840436937, 0.5102692046074379, 0.4177829799705434, 0.3470232294076959, 0.480485593818008, 0.31675233782766116, 1319.0700548665557, 91.01848136372423, 1793.7391876765057, 31.707872181037445, 869.9604508370688, 14.47017363621866, 0.0870201639095365]",calm
"[1.422855007264861, -2.0108944193070544, -2.0213678763913014, 0.7434488483682729, 1.1370991169105995, -1.1771421345375799, 0.36942970809978437, -3.153909081755893, 1.7559486678508276, 3.2974125878741027, 0.042431582377449706, -5.168663242685601, -2.116460524795569, 0.46128253216693216, 0.35785170028336377, 0.5272198554250098, 0.45881572644358654, 0.3293524499234204, 0.4032264810771253, 0.310616677936091, 0.38174151215875585, 0.34454067595674487, 0.5174761800233039, 0.6116012056830995, 0.2568811666764248, 915.3567427580496, 87.74137890743071, 1104.4752903513952, 153.4658702753188, 1189.7872227611854, 139.765675890673, 0.11006972793576406]",calm
"[-1.386310449699158, -4.9567698331461685, -0.9476297016284031, -0.8574254789010767, 0.2779136284254906, -2.4169762030581823, -1.8701052004717194, -3.9560045106083686, -5.5825856137681305, -3.2169941815935665, -4.140651628506033, -0.3265754091587776, -2.0362681133337146, 0.3461762869925211, 0.3015586953824788, 0.07674345674875666, 0.5508310748747551, 0.2999729477223212, 0.3587579930150093, 0.2545107834710689, 0.4971930343440634, 0.41434289370373245, 0.31736347147341315, 0.36077703886559764, 0.5678179922124871, 1285.4061136237444, 90.9133231192047, 1277.5855541582205, 7.906413714577269, 1007.9922652841311, 93.0194044929847, 0.1549792232163835]",calm
"[-5.496993068999311, -3.250192654046058, -2.1614821811129006, -1.0069616971464037, -1.290067383056845, -1.243377371374539, -0.18380788286011096, -2.8065862215582182, 0.8682828844673891, -0.13309511660103857, -1.6396645282561586, 2.2018159837778306, 2.1128320711435338, 0.4932895355193809, 0.09814432294322073, 0.5578945092717975, 0.47947585224719347, 0.6006408637712937, 0.5237464591733538, 0.5578342677497286, 0.48786548501803795, 0.5348693198645512, 0.599412374073444, 0.4216554738378206, 0.24277694559218704, 1238.5078199969716, 119.49727996917184, 1582.4662753114674, 56.50785253804301, 713.7864749610042, 50.35349325460683, 0.14038697779920756]",calm
"[2.160679541645939, 0.8331352275554025, 1.1148545742282723, -1.1616311463271154, -4.484164915411927, -1.910441161765411, -1.5175288237447575, -1.9941049736713645, -0.8906102692507477, -0.11716048021409897, 0.7060303764869951, -1.5562397287326681, -4.807518811289187, 0.35171222807088653, 0.4043710396991984, 0.5222807922133409, 0.3432192157815895, 0.4512543628399402, 0.42900878996354325, 0.40439005331233885, 0.49305333193245915, 0.33391588032474195, 0.34248135503564836, 0.3988099176905772, 0.33598534949063, 1401.6024582109198, 64.34038478169336, 1627.8912623235403, 142.48704234099327, 1082.985192955341, 61.61034419747843, 0.08304558527365866]",calm
"[-0.8079814640059001, -0.5958509876773747, -1.0084038307823122, 2.410724713026168, -2.9814738374825684, -1.128407589905427, -4.147258044233969, -0.25583704266522744, -3.230493072753628, -1.5566205117531524, -1.7441286506626517, -0.438217746797657, -2.1055818350903603, 0.3404694302306018, 0.5435856464085899, 0.42845667904745266, 0.34389491479777323, 0.37491663281887694, 0.5645354952270745, 0.37648351217489034, 0.33107233768476124, 0.33150038498736073, 0.3450873519010423, 0.3405502277573278, 0.27203521516507567, 1075.1599806106044, 58.5339812819315, 1737.4713055359293, 121.40720345453448, 998.567662181192, 130.80352101019588, 0.1647503574969209]",calm
"[-1.56424988627547, -2.261727021366818, -2.7288606273470757, 0.38555153941647546, -1.4094144670445754, -1.7729897806455805, -2.6273291502751057, -2.539332818022777, -0.3598836170135109, -3.630876531774524, 0.9897373875758768, -2.067689287629837, -1.299271888503585, 0.2663022041859446, 0.39876340617576356, 0.36716790573094404, 0.39499194011435335, 0.5471708898361891, 0.417769804579024, 0.32053408158541963, 0.3288680089453432, 0.4595131185913769, 0.5298693290993424, 0.42819180207510504, 0.468871274455477, 1421.947544667341, 170.95322066787605, 975.1229481821902, 200.0414204478396, 1236.7472087807128, 26.451051754577065, 0.0557165907996792]",calm
"[-2.701565497256307, -2.4575803927547666, -1.963434101871052, -0.5147943738901171, 0.7313493023347395, 1.1626339155370728, -2.6756461223355634, -2.6894059974059656, 1.6316436800324459, 0.293487870837289, -0.8342703162620078, -0.053326648890065775, -1.0596075637028812, 0.4524584683047615, 0.36639333034942595, 0.4268804934439231, 0.24894539496305038, 0.33122157051745693, 0.33229888232096566, 0.36256099667930863, 0.3073486745220252, 0.34664563741769183, 0.24855859376018796, 0.45487004763949007, 0.39174864810886056, 958.9584784447966, 58.258504472666345, 1660.98042826865, 109.27335402106577, 900.6117079723806, 77.01629291967694, 0.11717987675891081]",calm
"[-3.872704914078321, 0.10025696243575877, -2.6005865632147533, -1.0358559364995974, -1.0708402813830191, -2.054132236479548, -3.047319492261429, -1.5713730961845271, 2.25066061815039, -3.723350060927262, 2.3846260382097513, -1.5194423421530647, -0.9292571658227218, 0.2913289188615273, 0.32287305833225194, 0.3497090349961981, 0.2954305029122088, 0.37910820426291286, 0.3592984108193229, 0.5850781142435734, 0.2834025814319539, 0.4102690516748587, 0.4247846281901825, 0.2929679451348163, 0.4686827495452839, 1220.3345974236745, -24.619482579153356, 1757.9548836313695, 66.22943369232271, 830.4450107721802, 107.51608331569592, 0.08264192587907751]",calm
"[0.8355443011030006, 1.4203321907306377, -2.2898569206445956, 0.5865249919100612, -2.5109216027857637, 3.466231834264353, -2.3859140090624305, 1.052174881920008, 0.6875800517631512, -0.36782435578213235, -2.341086322833366, -1.3027949838828183, -5.307176225889104, 0.42244200383822506, 0.4349615331028385, 0.41334994190613716, 0.10266938287074429, 0.2734363554910189, 0.32519090171513376, 0.42916589331890465, 0.4289338905642985, 0.3829776208028821, 0.4635245536603957, 0.29737576246971004, 0.46102350056939967, 1394.948420967978, 118.87773664189552, 1505.3878706743033, 287.30578686234463, 1138.6391376979757, 41.266565469857646, 0.11241527378679922]",calm
